entity_id,type,debit,credit,amount,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,payment_id,arn,method,description
pay_90122,payment,0.00,12000.00,12000.00,240.00,43.20,false,true,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00,setl_8807,pay_90122,,card,Settlement line for pay_90122
pay_90123,payment,0.00,50000.00,50000.00,1000.00,180.00,false,true,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00,setl_8807,pay_90123,,card,Settlement line for pay_90123
pay_90124,payment,0.00,4999.00,4999.00,99.98,18.00,false,true,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00,setl_8807,pay_90124,,card,Settlement line for pay_90124
pay_90125,payment,0.00,500.00,500.00,0.00,0.00,false,true,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00,setl_8807,pay_90125,,card,Settlement line for pay_90125
pay_90126,payment,0.00,72000.00,72000.00,1440.00,259.20,false,true,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00,setl_8807,pay_90126,,card,Settlement line for pay_90126
pay_90127,payment,0.00,2500.00,2500.00,50.00,9.00,false,true,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00,setl_8807,pay_90127,,card,Settlement line for pay_90127
rfnd_3025,refund,72000.00,0.00,72000.00,0.00,0.00,false,true,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00,setl_8807,pay_90126,24022874793611488265746,card,Settlement line for rfnd_3025
rfnd_3031,refund,25000.00,0.00,25000.00,0.00,0.00,false,true,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00,setl_8807,pay_90119,24022882842221827360027,card,Settlement line for rfnd_3031
disp_5001,dispute,500.00,0.00,500.00,0.00,0.00,false,true,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00,setl_8807,,,card,Settlement line for disp_5001
disp_5004,dispute,7500.00,0.00,7500.00,0.00,0.00,false,true,2026-08-10T10:00:00+00:00,2026-08-10T10:00:00+00:00,setl_8807,,,card,Settlement line for disp_5004
pay_90128,payment,0.00,4999.00,4999.00,99.98,18.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90128,,card,Settlement line for pay_90128
pay_90129,payment,0.00,7500.00,7500.00,135.00,24.30,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90129,,card,Settlement line for pay_90129
pay_90130,payment,0.00,7500.00,7500.00,135.00,24.30,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90130,,card,Settlement line for pay_90130
pay_90131,payment,0.00,50000.00,50000.00,1000.00,180.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90131,,card,Settlement line for pay_90131
pay_90132,payment,0.00,4999.00,4999.00,99.98,18.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90132,,card,Settlement line for pay_90132
pay_90133,payment,0.00,50000.00,50000.00,1000.00,180.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90133,,card,Settlement line for pay_90133
pay_90134,payment,0.00,2500.00,2500.00,45.00,8.10,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90134,,card,Settlement line for pay_90134
pay_90135,payment,0.00,72000.00,72000.00,0.00,0.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90135,,card,Settlement line for pay_90135
pay_90136,payment,0.00,2500.00,2500.00,0.00,0.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90136,,card,Settlement line for pay_90136
pay_90137,payment,0.00,12000.00,12000.00,0.00,0.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90137,,card,Settlement line for pay_90137
pay_90138,payment,0.00,72000.00,72000.00,0.00,0.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90138,,card,Settlement line for pay_90138
pay_90139,payment,0.00,72000.00,72000.00,1440.00,259.20,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90139,,card,Settlement line for pay_90139
pay_90140,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90140,,card,Settlement line for pay_90140
pay_90141,payment,0.00,12000.00,12000.00,240.00,43.20,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90141,,card,Settlement line for pay_90141
pay_90142,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90142,,card,Settlement line for pay_90142
pay_90143,payment,0.00,2500.00,2500.00,0.00,0.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90143,,card,Settlement line for pay_90143
rfnd_3002,refund,12500.00,0.00,12500.00,0.00,0.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90140,24022820688308047793480,card,Settlement line for rfnd_3002
rfnd_3003,refund,72000.00,0.00,72000.00,0.00,0.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90138,24022859649811278902448,card,Settlement line for rfnd_3003
rfnd_3017,refund,7500.00,0.00,7500.00,0.00,0.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90130,24022881774847880974614,card,Settlement line for rfnd_3017
rfnd_3028,refund,6000.00,0.00,6000.00,0.00,0.00,false,true,2026-08-11T10:00:00+00:00,2026-08-11T10:00:00+00:00,setl_8808,pay_90141,24022893253478277404477,card,Settlement line for rfnd_3028
pay_90144,payment,0.00,7500.00,7500.00,135.00,24.30,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90144,,card,Settlement line for pay_90144
pay_90145,payment,0.00,72000.00,72000.00,1440.00,259.20,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90145,,card,Settlement line for pay_90145
pay_90146,payment,0.00,50000.00,50000.00,900.00,162.00,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90146,,card,Settlement line for pay_90146
pay_90147,payment,0.00,4999.00,4999.00,99.98,18.00,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90147,,card,Settlement line for pay_90147
pay_90148,payment,0.00,7500.00,7500.00,135.00,24.30,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90148,,card,Settlement line for pay_90148
pay_90149,payment,0.00,4999.00,4999.00,99.98,18.00,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90149,,card,Settlement line for pay_90149
pay_90150,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90150,,card,Settlement line for pay_90150
pay_90151,payment,0.00,12000.00,12000.00,240.00,43.20,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90151,,card,Settlement line for pay_90151
pay_90152,payment,0.00,7500.00,7500.00,0.00,0.00,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90152,,card,Settlement line for pay_90152
pay_90153,payment,0.00,1200.00,1200.00,24.00,4.32,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90153,,card,Settlement line for pay_90153
pay_90154,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90154,,card,Settlement line for pay_90154
pay_90155,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90155,,card,Settlement line for pay_90155
pay_90156,payment,0.00,72000.00,72000.00,0.00,0.00,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90156,,card,Settlement line for pay_90156
pay_90157,payment,0.00,7500.00,7500.00,150.00,27.00,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90157,,card,Settlement line for pay_90157
pay_90158,payment,0.00,1200.00,1200.00,21.60,3.89,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90158,,card,Settlement line for pay_90158
pay_90159,payment,0.00,50000.00,50000.00,1000.00,180.00,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90159,,card,Settlement line for pay_90159
rfnd_3029,refund,50000.00,0.00,50000.00,0.00,0.00,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90146,24022832963664400935980,card,Settlement line for rfnd_3029
rfnd_3035,refund,72000.00,0.00,72000.00,0.00,0.00,false,true,2026-08-12T10:00:00+00:00,2026-08-12T10:00:00+00:00,setl_8809,pay_90156,24022872103234697031107,card,Settlement line for rfnd_3035
pay_90160,payment,0.00,50000.00,50000.00,900.00,162.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90160,,card,Settlement line for pay_90160
pay_90161,payment,0.00,12000.00,12000.00,240.00,43.20,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90161,,card,Settlement line for pay_90161
pay_90162,payment,0.00,72000.00,72000.00,1440.00,259.20,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90162,,card,Settlement line for pay_90162
pay_90163,payment,0.00,1200.00,1200.00,0.00,0.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90163,,card,Settlement line for pay_90163
pay_90164,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90164,,card,Settlement line for pay_90164
pay_90165,payment,0.00,4999.00,4999.00,0.00,0.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90165,,card,Settlement line for pay_90165
pay_90166,payment,0.00,12000.00,12000.00,240.00,43.20,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90166,,card,Settlement line for pay_90166
pay_90167,payment,0.00,1200.00,1200.00,24.00,4.32,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90167,,card,Settlement line for pay_90167
pay_90168,payment,0.00,2500.00,2500.00,50.00,9.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90168,,card,Settlement line for pay_90168
pay_90169,payment,0.00,50000.00,50000.00,1000.00,180.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90169,,card,Settlement line for pay_90169
pay_90170,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90170,,card,Settlement line for pay_90170
pay_90171,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90171,,card,Settlement line for pay_90171
pay_90172,payment,0.00,2500.00,2500.00,50.00,9.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90172,,card,Settlement line for pay_90172
pay_90173,payment,0.00,72000.00,72000.00,1440.00,259.20,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90173,,card,Settlement line for pay_90173
pay_90174,payment,0.00,4999.00,4999.00,89.98,16.20,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90174,,card,Settlement line for pay_90174
pay_90175,payment,0.00,50000.00,50000.00,0.00,0.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90175,,card,Settlement line for pay_90175
rfnd_3013,refund,600.00,0.00,600.00,0.00,0.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,pay_90163,24022891225922959026320,card,Settlement line for rfnd_3013
disp_5006,dispute,50000.00,0.00,50000.00,0.00,0.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,,,card,Settlement line for disp_5006
disp_5007,dispute,1200.00,0.00,1200.00,0.00,0.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,,,card,Settlement line for disp_5007
disp_5010,dispute,4999.00,0.00,4999.00,0.00,0.00,false,true,2026-08-13T10:00:00+00:00,2026-08-13T10:00:00+00:00,setl_8810,,,card,Settlement line for disp_5010
pay_90176,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90176,,card,Settlement line for pay_90176
pay_90177,payment,0.00,1200.00,1200.00,24.00,4.32,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90177,,card,Settlement line for pay_90177
pay_90178,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90178,,card,Settlement line for pay_90178
pay_90179,payment,0.00,25000.00,25000.00,0.00,0.00,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90179,,card,Settlement line for pay_90179
pay_90180,payment,0.00,1200.00,1200.00,24.00,4.32,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90180,,card,Settlement line for pay_90180
pay_90181,payment,0.00,12000.00,12000.00,240.00,43.20,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90181,,card,Settlement line for pay_90181
pay_90182,payment,0.00,72000.00,72000.00,1440.00,259.20,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90182,,card,Settlement line for pay_90182
pay_90183,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90183,,card,Settlement line for pay_90183
pay_90184,payment,0.00,1200.00,1200.00,24.00,4.32,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90184,,card,Settlement line for pay_90184
pay_90185,payment,0.00,7500.00,7500.00,135.00,24.30,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90185,,card,Settlement line for pay_90185
pay_90186,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90186,,card,Settlement line for pay_90186
pay_90187,payment,0.00,50000.00,50000.00,1000.00,180.00,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90187,,card,Settlement line for pay_90187
pay_90188,payment,0.00,1200.00,1200.00,24.00,4.32,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90188,,card,Settlement line for pay_90188
pay_90189,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90189,,card,Settlement line for pay_90189
pay_90190,payment,0.00,12000.00,12000.00,240.00,43.20,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90190,,card,Settlement line for pay_90190
pay_90191,payment,0.00,72000.00,72000.00,1440.00,259.20,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90191,,card,Settlement line for pay_90191
rfnd_3000,refund,12000.00,0.00,12000.00,0.00,0.00,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90181,24022878982911642621834,card,Settlement line for rfnd_3000
rfnd_3009,refund,72000.00,0.00,72000.00,0.00,0.00,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90182,24022849552562353140090,card,Settlement line for rfnd_3009
rfnd_3012,refund,25000.00,0.00,25000.00,0.00,0.00,false,true,2026-08-14T10:00:00+00:00,2026-08-14T10:00:00+00:00,setl_8811,pay_90179,24022899996936528181165,card,Settlement line for rfnd_3012
pay_90192,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90192,,card,Settlement line for pay_90192
pay_90193,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90193,,card,Settlement line for pay_90193
pay_90194,payment,0.00,50000.00,50000.00,1000.00,180.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90194,,card,Settlement line for pay_90194
pay_90195,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90195,,card,Settlement line for pay_90195
pay_90196,payment,0.00,2500.00,2500.00,0.00,0.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90196,,card,Settlement line for pay_90196
pay_90197,payment,0.00,72000.00,72000.00,1440.00,259.20,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90197,,card,Settlement line for pay_90197
pay_90198,payment,0.00,2500.00,2500.00,50.00,9.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90198,,card,Settlement line for pay_90198
pay_90199,payment,0.00,50000.00,50000.00,0.00,0.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90199,,card,Settlement line for pay_90199
pay_90200,payment,0.00,12000.00,12000.00,240.00,43.20,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90200,,card,Settlement line for pay_90200
pay_90201,payment,0.00,7500.00,7500.00,150.00,27.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90201,,card,Settlement line for pay_90201
pay_90202,payment,0.00,500.00,500.00,0.00,0.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90202,,card,Settlement line for pay_90202
pay_90203,payment,0.00,1200.00,1200.00,24.00,4.32,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90203,,card,Settlement line for pay_90203
pay_90204,payment,0.00,4999.00,4999.00,99.98,18.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90204,,card,Settlement line for pay_90204
pay_90205,payment,0.00,1200.00,1200.00,24.00,4.32,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90205,,card,Settlement line for pay_90205
pay_90206,payment,0.00,72000.00,72000.00,1440.00,259.20,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90206,,card,Settlement line for pay_90206
pay_90207,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90207,,card,Settlement line for pay_90207
rfnd_3015,refund,600.00,0.00,600.00,0.00,0.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90203,24022893121497528449244,card,Settlement line for rfnd_3015
rfnd_3021,refund,500.00,0.00,500.00,0.00,0.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90202,24022876933167557698003,card,Settlement line for rfnd_3021
rfnd_3032,refund,600.00,0.00,600.00,0.00,0.00,false,true,2026-08-15T10:00:00+00:00,2026-08-15T10:00:00+00:00,setl_8812,pay_90205,24022894068745883137126,card,Settlement line for rfnd_3032
pay_90208,payment,0.00,2500.00,2500.00,50.00,9.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90208,,card,Settlement line for pay_90208
pay_90209,payment,0.00,2500.00,2500.00,50.00,9.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90209,,card,Settlement line for pay_90209
pay_90210,payment,0.00,1200.00,1200.00,24.00,4.32,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90210,,card,Settlement line for pay_90210
pay_90211,payment,0.00,4999.00,4999.00,99.98,18.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90211,,card,Settlement line for pay_90211
pay_90212,payment,0.00,1200.00,1200.00,0.00,0.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90212,,card,Settlement line for pay_90212
pay_90213,payment,0.00,500.00,500.00,9.00,1.62,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90213,,card,Settlement line for pay_90213
pay_90214,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90214,,card,Settlement line for pay_90214
pay_90215,payment,0.00,25000.00,25000.00,450.00,81.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90215,,card,Settlement line for pay_90215
pay_90216,payment,0.00,4999.00,4999.00,99.98,18.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90216,,card,Settlement line for pay_90216
pay_90217,payment,0.00,50000.00,50000.00,0.00,0.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90217,,card,Settlement line for pay_90217
pay_90218,payment,0.00,72000.00,72000.00,0.00,0.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90218,,card,Settlement line for pay_90218
pay_90219,payment,0.00,2500.00,2500.00,0.00,0.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90219,,card,Settlement line for pay_90219
pay_90220,payment,0.00,72000.00,72000.00,1296.00,233.28,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90220,,card,Settlement line for pay_90220
pay_90221,payment,0.00,2500.00,2500.00,45.00,8.10,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90221,,card,Settlement line for pay_90221
pay_90222,payment,0.00,1200.00,1200.00,21.60,3.89,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90222,,card,Settlement line for pay_90222
pay_90223,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90223,,card,Settlement line for pay_90223
rfnd_3007,refund,50000.00,0.00,50000.00,0.00,0.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90217,24022856500314529311410,card,Settlement line for rfnd_3007
rfnd_3033,refund,2500.00,0.00,2500.00,0.00,0.00,false,true,2026-08-16T10:00:00+00:00,2026-08-16T10:00:00+00:00,setl_8813,pay_90221,24022881321768564291588,card,Settlement line for rfnd_3033
pay_90224,payment,0.00,500.00,500.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90224,,card,Settlement line for pay_90224
pay_90225,payment,0.00,2500.00,2500.00,50.00,9.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90225,,card,Settlement line for pay_90225
pay_90226,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90226,,card,Settlement line for pay_90226
pay_90227,payment,0.00,7500.00,7500.00,150.00,27.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90227,,card,Settlement line for pay_90227
pay_90228,payment,0.00,1200.00,1200.00,24.00,4.32,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90228,,card,Settlement line for pay_90228
pay_90229,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90229,,card,Settlement line for pay_90229
pay_90230,payment,0.00,12000.00,12000.00,240.00,43.20,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90230,,card,Settlement line for pay_90230
pay_90231,payment,0.00,500.00,500.00,9.00,1.62,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90231,,card,Settlement line for pay_90231
pay_90232,payment,0.00,12000.00,12000.00,240.00,43.20,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90232,,card,Settlement line for pay_90232
pay_90233,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90233,,card,Settlement line for pay_90233
pay_90234,payment,0.00,2500.00,2500.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90234,,card,Settlement line for pay_90234
pay_90235,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90235,,card,Settlement line for pay_90235
pay_90236,payment,0.00,72000.00,72000.00,1440.00,259.20,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90236,,card,Settlement line for pay_90236
pay_90237,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90237,,card,Settlement line for pay_90237
pay_90238,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90238,,card,Settlement line for pay_90238
pay_90239,payment,0.00,25000.00,25000.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90239,,card,Settlement line for pay_90239
pay_90240,payment,0.00,72000.00,72000.00,1440.00,259.20,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90240,,card,Settlement line for pay_90240
pay_90241,payment,0.00,25000.00,25000.00,500.00,90.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90241,,card,Settlement line for pay_90241
pay_90242,payment,0.00,500.00,500.00,10.00,1.80,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90242,,card,Settlement line for pay_90242
